judul_berita,tanggal,website,data_cleansing,data_case_folding,tokens,stopword_removal,lemmatization,informal_to_formal_indo,informal_to_formal_indo_english
"Resmi Ditutup, UMKM Fest Kota Gorontalo 2024 Berlangsung Sukses",2024-11-16,https://pojok6.id/resmi-ditutup-umkm-fest-kota-gorontalo-2024-berlangsung-sukses/,Resmi Ditutup  UMKM Fest Kota Gorontalo  Berlangsung Sukses,resmi ditutup  umkm fest kota gorontalo  berlangsung sukses,"['resmi', 'ditutup', 'umkm', 'fest', 'kota', 'gorontalo', 'berlangsung', 'sukses']","['resmi', 'ditutup', 'umkm', 'fest', 'kota', 'gorontalo', 'sukses']","['resmi', 'ditutup', 'umkm', 'fest', 'kota', 'gorontalo', 'sukses']",resmi ditutup umkm fest kota gorontalo sukses,Officially closed UMKM Fest Gorontalo City Success
UMKM Fest Tahun 2024 Resmi Ditutup,2024-11-15,https://habari.id/umkm-fest-tahun-2024-resmi-ditutup/,UMKM Fest Tahun  Resmi Ditutup,umkm fest tahun  resmi ditutup,"['umkm', 'fest', 'tahun', 'resmi', 'ditutup']","['umkm', 'fest', 'resmi', 'ditutup']","['umkm', 'fest', 'resmi', 'ditutup']",umkm fest resmi ditutup,UMKM Fest Officially Closed
Camat Apresiasi Dua Pemdes yang Capai 100 Persen Realisasi PBB-P2,2024-11-15,https://habari.id/camat-apresiasi-dua-pemdes-yang-capai-100-persen-realisasi-pbb-p2/,Camat Apresiasi Dua Pemdes yang Capai  Persen Realisasi PBB P,camat apresiasi dua pemdes yang capai  persen realisasi pbb p,"['camat', 'apresiasi', 'dua', 'pemdes', 'yang', 'capai', 'persen', 'realisasi', 'pbb', 'p']","['camat', 'apresiasi', 'pemdes', 'capai', 'persen', 'realisasi', 'pbb', 'p']","['camat', 'apresiasi', 'pemdes', 'capai', 'persen', 'realisasi', 'pbb', 'p']",camat apresiasi pemdes capai persen realisasi pbb p,Sub -District Head of Appreciation Pemdes Achieved the Realization of PBB P
"Gelar Debat Terakhir,KPU Boalemo:Semoga Bawa Inspirasi Untuk Daerah",2024-11-15,https://habari.id/gelar-debat-terakhirkpu-boalemosemoga-bawa-inspirasi-untuk-daerah/,Gelar Debat Terakhir KPU Boalemo Semoga Bawa Inspirasi Untuk Daerah,gelar debat terakhir kpu boalemo semoga bawa inspirasi untuk daerah,"['gelar', 'debat', 'terakhir', 'kpu', 'boalemo', 'semoga', 'bawa', 'inspirasi', 'untuk', 'daerah']","['gelar', 'debat', 'kpu', 'boalemo', 'semoga', 'bawa', 'inspirasi', 'daerah']","['gelar', 'debat', 'kpu', 'boalemo', 'semoga', 'bawa', 'inspirasi', 'daerah']",gelar debat kpu boalemo semoga bawa inspirasi daerah,"Boalemo KPU Debate Holds, hopefully bring regional inspiration"
Pemkot Kotamobagu Raih Opini Kualitas Tertinggi dari Ombudsman RI,2024-11-15,https://habari.id/pemkot-kotamobagu-raih-opini-kualitas-tertinggi-dari-ombudsman-ri/,Pemkot Kotamobagu Raih Opini Kualitas Tertinggi dari Ombudsman RI,pemkot kotamobagu raih opini kualitas tertinggi dari ombudsman ri,"['pemkot', 'kotamobagu', 'raih', 'opini', 'kualitas', 'tertinggi', 'dari', 'ombudsman', 'ri']","['pemkot', 'kotamobagu', 'raih', 'opini', 'kualitas', 'tertinggi', 'ombudsman', 'ri']","['pemkot', 'kotamobagu', 'raih', 'opini', 'kualitas', 'tertinggi', 'ombudsman', 'ri']",pemkot kotamobagu raih opini kualitas tertinggi ombudsman ri,Kotamobagu City Government Achieves the highest quality opinion of the Indonesian Ombudsman
KPU Pohuwato Gelar Sosialisasi Segmen Penyandang Disabilitas,2024-11-15,https://habari.id/kpu-pohuwato-gelar-sosialisasi-segmen-penyandang-disabilitas/,KPU Pohuwato Gelar Sosialisasi Segmen Penyandang Disabilitas,kpu pohuwato gelar sosialisasi segmen penyandang disabilitas,"['kpu', 'pohuwato', 'gelar', 'sosialisasi', 'segmen', 'penyandang', 'disabilitas']","['kpu', 'pohuwato', 'gelar', 'sosialisasi', 'segmen', 'penyandang', 'disabilitas']","['kpu', 'pohuwato', 'gelar', 'sosialisasi', 'segmen', 'penyandang', 'disabilitas']",kpu pohuwato gelar sosialisasi segmen penyandang disabilitas,KPU Pohuwato Holds Socialization of Disabilities Persons
"Aktivitas Tambang Galian C Diduga Jadi Penyebab Banjir, Ini Kata Aleg Femmy Udoki",2024-11-15,https://habari.id/aktivitas-tambang-galian-c-diduga-jadi-penyebab-banjir-ini-kata-aleg-femmy-udoki/,Aktivitas Tambang Galian C Diduga Jadi Penyebab Banjir  Ini Kata Aleg Femmy Udoki,aktivitas tambang galian c diduga jadi penyebab banjir  ini kata aleg femmy udoki,"['aktivitas', 'tambang', 'galian', 'c', 'diduga', 'jadi', 'penyebab', 'banjir', 'ini', 'kata', 'aleg', 'femmy', 'udoki']","['aktivitas', 'tambang', 'galian', 'c', 'diduga', 'penyebab', 'banjir', 'aleg', 'femmy', 'udoki']","['aktivitas', 'tambang', 'galian', 'c', 'diduga', 'penyebab', 'banjir', 'aleg', 'femmy', 'udoki']",aktivitas tambang galian c diduga penyebab banjir aleg femmy udoki,excavation min mining activity allegedly the cause of the flood of Aleg Femmy Udoki
"Ayo Ramaikan Pesta Rakyat Hebatkan Gorontalo, Menghadirkan Wizz Baker dan Geisha",2024-11-15,https://habari.id/ayo-ramaikan-pesta-rakyat-hebatkan-gorontalo-menghadirkan-wizz-baker-dan-geisha/,Ayo Ramaikan Pesta Rakyat Hebatkan Gorontalo  Menghadirkan Wizz Baker dan Geisha,ayo ramaikan pesta rakyat hebatkan gorontalo  menghadirkan wizz baker dan geisha,"['ayo', 'ramaikan', 'pesta', 'rakyat', 'hebatkan', 'gorontalo', 'menghadirkan', 'wizz', 'baker', 'dan', 'geisha']","['ayo', 'ramaikan', 'pesta', 'rakyat', 'hebatkan', 'gorontalo', 'menghadirkan', 'wizz', 'baker', 'geisha']","['ayo', 'ramaikan', 'pesta', 'rakyat', 'hebatkan', 'gorontalo', 'menghadirkan', 'wizz', 'baker', 'geisha']",ayo ramaikan pesta rakyat hebatkan gorontalo menghadirkan wizz baker geisha,"Come on, enliven the People's Party to Rate Gorontalo Present Wizz Baker Geisha"
Mahasiswa Empat Univesitas: di Era Tonny-Marten Nanti Generasi Muda Bukan Sebagai Penerus tetapi Perintis Pembangunan Daerah,2024-11-15,https://habari.id/mahasiswa-empat-univesitas-di-era-tonny-marten-nanti-generasi-muda-bukan-sebagai-penerus-tetapi-perintis-pembangunan-daerah/,Mahasiswa Empat Univesitas  di Era Tonny Marten Nanti Generasi Muda Bukan Sebagai Penerus tetapi Perintis Pembangunan Daerah,mahasiswa empat univesitas  di era tonny marten nanti generasi muda bukan sebagai penerus tetapi perintis pembangunan daerah,"['mahasiswa', 'empat', 'univesitas', 'di', 'era', 'tonny', 'marten', 'nanti', 'generasi', 'muda', 'bukan', 'sebagai', 'penerus', 'tetapi', 'perintis', 'pembangunan', 'daerah']","['mahasiswa', 'univesitas', 'era', 'tonny', 'marten', 'generasi', 'muda', 'penerus', 'perintis', 'pembangunan', 'daerah']","['mahasiswa', 'univesitas', 'era', 'tonny', 'marten', 'generasi', 'muda', 'penerus', 'perintis', 'pembangunan', 'daerah']",mahasiswa univesitas era tonny marten generasi muda penerus perintis pembangunan daerah,Students of the Tonny Marten era universities for the successor to the pioneering regional development pioneers
Pani Gold Project Terima Penghargaan Siddhakarya Dari Pemprov Gorontalo,2024-11-15,https://habari.id/pani-gold-project-terima-penghargaan-siddhakarya-dari-pemprov-gorontalo/,Pani Gold Project Terima Penghargaan Siddhakarya Dari Pemprov Gorontalo,pani gold project terima penghargaan siddhakarya dari pemprov gorontalo,"['pani', 'gold', 'project', 'terima', 'penghargaan', 'siddhakarya', 'dari', 'pemprov', 'gorontalo']","['pani', 'gold', 'project', 'terima', 'penghargaan', 'siddhakarya', 'pemprov', 'gorontalo']","['pani', 'gold', 'project', 'terima', 'penghargaan', 'siddhakarya', 'pemprov', 'gorontalo']",pani gold project terima penghargaan siddhakarya pemprov gorontalo,Pani Gold Project Receives the Siddhakarya Provincial Government of Gorontalo
KKAD Periode 2024-2029 Diharapkan Pererat Hubungan Kerukunan Keluarga Anggota DPRD,2024-11-15,https://pojok6.id/kkad-periode-2024-2029-diharapkan-pererat-hubungan-kerukunan-keluarga-anggota-dprd/,KKAD Periode   Diharapkan Pererat Hubungan Kerukunan Keluarga Anggota DPRD,kkad periode   diharapkan pererat hubungan kerukunan keluarga anggota dprd,"['kkad', 'periode', 'diharapkan', 'pererat', 'hubungan', 'kerukunan', 'keluarga', 'anggota', 'dprd']","['kkad', 'periode', 'diharapkan', 'pererat', 'hubungan', 'kerukunan', 'keluarga', 'anggota', 'dprd']","['kkad', 'periode', 'diharapkan', 'pererat', 'hubungan', 'kerukunan', 'keluarga', 'anggota', 'dprd']",kkad periode diharapkan pererat hubungan kerukunan keluarga anggota dprd,KKAD Period is expected to strengthen the family harmony relationship of DPRD members
"Reses di Kota Barat, Aleg Dekot Terima Keluhan Terkait Insentif RT/RW",2024-11-15,https://pojok6.id/reses-di-kota-barat-aleg-dekot-terima-keluhan-terkait-insentif-rt-rw/,Reses di Kota Barat  Aleg Dekot Terima Keluhan Terkait Insentif RT RW,reses di kota barat  aleg dekot terima keluhan terkait insentif rt rw,"['reses', 'di', 'kota', 'barat', 'aleg', 'dekot', 'terima', 'keluhan', 'terkait', 'insentif', 'rt', 'rw']","['reses', 'kota', 'barat', 'aleg', 'dekot', 'terima', 'keluhan', 'terkait', 'insentif', 'rt', 'rw']","['res', 'kota', 'barat', 'aleg', 'dekot', 'terima', 'keluhan', 'terkait', 'insentif', 'rt', 'rw']",res kota barat aleg dekot terima keluhan terkait insentif rt rw,Res Kota Aleg Decot Receive complaints related to RT RW incentives
"Pilgub Gorontalo 2024, Meyke Camaru : Golkar Kota Gorontalo Hanya Dukung Gusnar-Idah",2024-11-15,https://pojok6.id/pilgub-gorontalo-2024-meyke-camaru-golkar-kota-gorontalo-hanya-dukung-gusnar-idah/,Pilgub Gorontalo   Meyke Camaru   Golkar Kota Gorontalo Hanya Dukung Gusnar Idah,pilgub gorontalo   meyke camaru   golkar kota gorontalo hanya dukung gusnar idah,"['pilgub', 'gorontalo', 'meyke', 'camaru', 'golkar', 'kota', 'gorontalo', 'hanya', 'dukung', 'gusnar', 'idah']","['pilgub', 'gorontalo', 'meyke', 'camaru', 'golkar', 'kota', 'gorontalo', 'dukung', 'gusnar', 'idah']","['pilgub', 'gorontalo', 'meyke', 'camaru', 'golkar', 'kota', 'gorontalo', 'dukung', 'gusnar', 'idah']",pilgub gorontalo meyke camaru golkar kota gorontalo dukung gusnar idah,Gorontalo Pilgub Meyke Camaru Golkar Gorontalo City Supports Gusnar Idah
"Manfaatkan Dana Desa, Pemdes Lasori Bangun Gedung Sanggar Seni",2024-11-15,https://pojok6.id/manfaatkan-dana-desa-pemdes-lasori-bangun-gedung-sanggar-seni/,Manfaatkan Dana Desa  Pemdes Lasori Bangun Gedung Sanggar Seni,manfaatkan dana desa  pemdes lasori bangun gedung sanggar seni,"['manfaatkan', 'dana', 'desa', 'pemdes', 'lasori', 'bangun', 'gedung', 'sanggar', 'seni']","['manfaatkan', 'dana', 'desa', 'pemdes', 'lasori', 'bangun', 'gedung', 'sanggar', 'seni']","['manfaatkan', 'dana', 'desa', 'pemdes', 'lasori', 'bangun', 'gedung', 'sanggar', 'seni']",manfaatkan dana desa pemdes lasori bangun gedung sanggar seni,take advantage of the village funds of the Lasori Pemdes Bangun Building Art Studio
"Peringati HKN Ke-60, Pemda Buteng Lakukan Senam dan Pemeriksaan Kesehatan Gratis",2024-11-15,https://pojok6.id/peringati-hkn-ke-60-pemda-buteng-lakukan-senam-dan-pemeriksaan-kesehatan-gratis/,Peringati HKN Ke   Pemda Buteng Lakukan Senam dan Pemeriksaan Kesehatan Gratis,peringati hkn ke   pemda buteng lakukan senam dan pemeriksaan kesehatan gratis,"['peringati', 'hkn', 'ke', 'pemda', 'buteng', 'lakukan', 'senam', 'dan', 'pemeriksaan', 'kesehatan', 'gratis']","['peringati', 'hkn', 'pemda', 'buteng', 'lakukan', 'senam', 'pemeriksaan', 'kesehatan', 'gratis']","['peringati', 'hkn', 'pemda', 'buteng', 'lakukan', 'senam', 'pemeriksaan', 'kesehatan', 'gratis']",peringati hkn pemda buteng lakukan senam pemeriksaan kesehatan gratis,Commemorating HKN Pemda Buteng Performs Free Health Check Gymnastics
"Hendra-Wasito Menang di Pilkada, Irwan Dai Siap Jaminan untuk Masyarakat di Batudaa Cs",2024-11-15,https://pojok6.id/hendra-wasito-menang-di-pilkada-irwan-dai-siap-jaminan-untuk-masyarakat-di-batudaa-cs/,Hendra Wasito Menang di Pilkada  Irwan Dai Siap Jaminan untuk Masyarakat di Batudaa Cs,hendra wasito menang di pilkada  irwan dai siap jaminan untuk masyarakat di batudaa cs,"['hendra', 'wasito', 'menang', 'di', 'pilkada', 'irwan', 'dai', 'siap', 'jaminan', 'untuk', 'masyarakat', 'di', 'batudaa', 'cs']","['hendra', 'wasito', 'menang', 'pilkada', 'irwan', 'dai', 'jaminan', 'masyarakat', 'batudaa', 'cs']","['hendra', 'wasito', 'menang', 'pilkada', 'irwan', 'dai', 'jaminan', 'masyarakat', 'batudaa', 'c']",hendra wasito menang pilkada irwan dai jaminan masyarakat batudaa c,Hendra Wasito Wins Election Irwan Dai Guarantee of the Batudaa C Community C
SMP Negeri 8 Kota Gorontalo Deklarasikan Sekolah Anti Narkoba dan Anti Sampah Plastik di HUT ke-40,2024-11-15,https://pojok6.id/smp-negeri-8-kota-gorontalo-deklarasikan-sekolah-anti-narkoba-dan-anti-sampah-plastik-di-hut-ke-40/,SMP Negeri  Kota Gorontalo Deklarasikan Sekolah Anti Narkoba dan Anti Sampah Plastik di HUT ke ,smp negeri  kota gorontalo deklarasikan sekolah anti narkoba dan anti sampah plastik di hut ke ,"['smp', 'negeri', 'kota', 'gorontalo', 'deklarasikan', 'sekolah', 'anti', 'narkoba', 'dan', 'anti', 'sampah', 'plastik', 'di', 'hut', 'ke']","['smp', 'negeri', 'kota', 'gorontalo', 'deklarasikan', 'sekolah', 'anti', 'narkoba', 'anti', 'sampah', 'plastik', 'hut']","['smp', 'negeri', 'kota', 'gorontalo', 'deklarasikan', 'sekolah', 'anti', 'narkoba', 'anti', 'sampah', 'plastik', 'hut']",smp negeri kota gorontalo deklarasikan sekolah anti narkoba anti sampah plastik hut,Gorontalo City State Middle School Declaration Anti -Narcotics Anti -Plastic Hut School
TP PKK Kota Gorontalo Luncurkan “Gercep PKK Sehat” untuk Percepat Pelayanan Kesehatan,2024-11-15,https://pojok6.id/tp-pkk-kota-gorontalo-luncurkan-gercep-pkk-sehat-untuk-percepat-pelayanan-kesehatan/,TP PKK Kota Gorontalo Luncurkan  Gercep PKK Sehat  untuk Percepat Pelayanan Kesehatan,tp pkk kota gorontalo luncurkan  gercep pkk sehat  untuk percepat pelayanan kesehatan,"['tp', 'pkk', 'kota', 'gorontalo', 'luncurkan', 'gercep', 'pkk', 'sehat', 'untuk', 'percepat', 'pelayanan', 'kesehatan']","['tp', 'pkk', 'kota', 'gorontalo', 'luncurkan', 'gercep', 'pkk', 'sehat', 'percepat', 'pelayanan', 'kesehatan']","['tp', 'pkk', 'kota', 'gorontalo', 'luncurkan', 'gercep', 'pkk', 'sehat', 'percepat', 'pelayanan', 'kesehatan']",tp pkk kota gorontalo luncurkan gercep pkk sehat percepat pelayanan kesehatan,TP PKK Gorontalo City Launches Healthy PKK Gercep Speed ​​up Health Services
Pemkot Gorontalo Gelar UMKM Fest untuk Dukung Pertumbuhan Ekonomi Lokal dan Pengendalian Inflasi,2024-11-15,https://pojok6.id/pemkot-gorontalo-gelar-umkm-fest-untuk-dukung-pertumbuhan-ekonomi-lokal-dan-pengendalian-inflasi/,Pemkot Gorontalo Gelar UMKM Fest untuk Dukung Pertumbuhan Ekonomi Lokal dan Pengendalian Inflasi,pemkot gorontalo gelar umkm fest untuk dukung pertumbuhan ekonomi lokal dan pengendalian inflasi,"['pemkot', 'gorontalo', 'gelar', 'umkm', 'fest', 'untuk', 'dukung', 'pertumbuhan', 'ekonomi', 'lokal', 'dan', 'pengendalian', 'inflasi']","['pemkot', 'gorontalo', 'gelar', 'umkm', 'fest', 'dukung', 'pertumbuhan', 'ekonomi', 'lokal', 'pengendalian', 'inflasi']","['pemkot', 'gorontalo', 'gelar', 'umkm', 'fest', 'dukung', 'pertumbuhan', 'ekonomi', 'lokal', 'pengendalian', 'inflasi']",pemkot gorontalo gelar umkm fest dukung pertumbuhan ekonomi lokal pengendalian inflasi,Gorontalo City Government Holds UMKM Fest Supports Local Economic Growth Inflation Control
Fadli Poha Gandeng 4 OPD untuk Serap Aspirasi Warga Kabupaten Gorontalo,2024-11-15,https://pojok6.id/fadli-poha-gandeng-4-opd-untuk-serap-aspirasi-warga-kabupaten-gorontalo/,Fadli Poha Gandeng  OPD untuk Serap Aspirasi Warga Kabupaten Gorontalo,fadli poha gandeng  opd untuk serap aspirasi warga kabupaten gorontalo,"['fadli', 'poha', 'gandeng', 'opd', 'untuk', 'serap', 'aspirasi', 'warga', 'kabupaten', 'gorontalo']","['fadli', 'poha', 'gandeng', 'opd', 'serap', 'aspirasi', 'warga', 'kabupaten', 'gorontalo']","['fadli', 'poha', 'gandeng', 'opd', 'serap', 'aspirasi', 'warga', 'kabupaten', 'gorontalo']",fadli poha gandeng opd serap aspirasi warga kabupaten gorontalo,Fadli Poha Cooperated OPD Aspirations of Gorontalo Regency residents
Plt Asisten III Buka Kegiatan Sosialisasi Hasil,2024-11-15,https://berita.gorontaloprov.go.id/2024/11/15/plt-asisten-iii-buka-kegiatan-sosialisasi-hasil-evaluasi-akip-2024/,Plt Asisten II Buka Kegiatan Sosialisasi Hasil,plt asisten ii buka kegiatan sosialisasi hasil,"['plt', 'asisten', 'ii', 'buka', 'kegiatan', 'sosialisasi', 'hasil']","['plt', 'asisten', 'ii', 'buka', 'kegiatan', 'sosialisasi', 'hasil']","['plt', 'asisten', 'ii', 'buka', 'kegiatan', 'sosialisasi', 'hasil']",plt asisten ii buka kegiatan sosialisasi hasil,Acting Assistant II Open the results of socialization results
"Jelang Pilkada 2024, Wamendagri Minta Program Bansos",2024-11-15,https://berita.gorontaloprov.go.id/2024/11/14/jelang-pilkada-2024-wamendagri-minta-program-bansos-ditunda/,Jelang Pilkada   Wamendagri Minta Program Bansos,jelang pilkada   wamendagri minta program bansos,"['jelang', 'pilkada', 'wamendagri', 'minta', 'program', 'bansos']","['jelang', 'pilkada', 'wamendagri', 'program', 'bansos']","['jelang', 'pilkada', 'wamendagri', 'program', 'bansos']",jelang pilkada wamendagri program bansos,Ahead of the Wamendagri Pilkada Social Assistance Program
"Dukung Peningkatan SDM Keamanan Informasi, Diskominfotik Gorontalo",2024-11-15,https://berita.gorontaloprov.go.id/2024/11/14/dukung-peningkatan-sdm-keamanan-informasi-diskominfotik-gorontalo-gelar-bimtek/,Dukung Peningkatan SDM Keamanan Informasi  Diskominfotik Gorontalo,dukung peningkatan sdm keamanan informasi  diskominfotik gorontalo,"['dukung', 'peningkatan', 'sdm', 'keamanan', 'informasi', 'diskominfotik', 'gorontalo']","['dukung', 'peningkatan', 'sdm', 'keamanan', 'informasi', 'diskominfotik', 'gorontalo']","['dukung', 'peningkatan', 'sdm', 'keamanan', 'informasi', 'diskominfotik', 'gorontalo']",dukung peningkatan sdm keamanan informasi diskominfotik gorontalo,Supporting the improvement of Gorontalo Diskominfotik Information Security HR
Pj Gubernur Laporkan Kesiapan Pilkada di Gorontalo,2024-11-15,https://berita.gorontaloprov.go.id/2024/11/14/pj-gubernur-laporkan-kesiapan-pilkada-di-gorontalo-ke-wamendagri/,Pj Gubernur Laporkan Kesiapan Pilkada di Gorontalo,pj gubernur laporkan kesiapan pilkada di gorontalo,"['pj', 'gubernur', 'laporkan', 'kesiapan', 'pilkada', 'di', 'gorontalo']","['pj', 'gubernur', 'laporkan', 'kesiapan', 'pilkada', 'gorontalo']","['pj', 'gubernur', 'laporkan', 'kesiapan', 'pilkada', 'gorontalo']",pj gubernur laporkan kesiapan pilkada gorontalo,Acting Governor Reporting the Readiness of Gorontalo Pilkada
"Debat Publik Ketiga Pilkada Gorontalo Utara, Noval: Sampaikan Visi Misi, Yakinkan Pemilih",2024-11-15,https://www.hulondalo.id/news/96413954260/debat-publik-ketiga-pilkada-gorontalo-utara-noval-sampaikan-visi-misi-yakinkan-pemilih,Debat Publik Ketiga Pilkada Gorontalo Utara  Noval  Sampaikan Visi Misi  Yakinkan Pemilih,debat publik ketiga pilkada gorontalo utara  noval  sampaikan visi misi  yakinkan pemilih,"['debat', 'publik', 'ketiga', 'pilkada', 'gorontalo', 'utara', 'noval', 'sampaikan', 'visi', 'misi', 'yakinkan', 'pemilih']","['debat', 'publik', 'ketiga', 'pilkada', 'gorontalo', 'utara', 'noval', 'visi', 'misi', 'yakinkan', 'pemilih']","['debat', 'publik', 'ketiga', 'pilkada', 'gorontalo', 'utara', 'noval', 'visi', 'misi', 'yakinkan', 'pemilih']",debat publik ketiga pilkada gorontalo utara noval visi misi yakinkan pemilih,The third public debate of the North Gorontalo Pilkada Noval Vision Misi to convince the voters
"Bandara Panua Pohuwato Kembali Melayani Penerbangan Perintis Sabtu Besok, Pakai Pesawat Susi Air",2024-11-15,https://www.hulondalo.id/news/96413953394/bandara-panua-pohuwato-kembali-melayani-penerbangan-perintis-sabtu-besok-pakai-pesawat-susi-air,Bandara Panua Pohuwato Kembali Melayani Penerbangan Perintis Sabtu Besok  Pakai Pesawat Susi Air,bandara panua pohuwato kembali melayani penerbangan perintis sabtu besok  pakai pesawat susi air,"['bandara', 'panua', 'pohuwato', 'kembali', 'melayani', 'penerbangan', 'perintis', 'sabtu', 'besok', 'pakai', 'pesawat', 'susi', 'air']","['bandara', 'panua', 'pohuwato', 'melayani', 'penerbangan', 'perintis', 'sabtu', 'besok', 'pakai', 'pesawat', 'susi', 'air']","['bandara', 'panua', 'pohuwato', 'melayani', 'penerbangan', 'perintis', 'sabtu', 'besok', 'pakai', 'pesawat', 'susi', 'air']",bandara panua pohuwato melayani penerbangan perintis sabtu besok pakai pesawat susi air,Panua Pohuwato Airport serves pioneering flights on Saturday using Susi Air aircraft
"HIPMI JAYA Gelar Diklatda 2024: Transformasi Pengusaha Muda Jakarta sebagai Katalisator Menuju Kota Global yang Maju, Merata dan Berkelanjutan",2024-11-15,https://www.hulondalo.id/gayahidup/96413952932/hipmi-jaya-gelar-diklatda-2024-transformasi-pengusaha-muda-jakarta-sebagai-katalisator-menuju-kota-global-yang-maju-merata-dan-berkelanjutan,HIPMI JAYA Gelar Diklatda   Transformasi Pengusaha Muda Jakarta sebagai Katalisator Menuju Kota Global yang Maju  Merata dan Berkelanjutan,hipmi jaya gelar diklatda   transformasi pengusaha muda jakarta sebagai katalisator menuju kota global yang maju  merata dan berkelanjutan,"['hipmi', 'jaya', 'gelar', 'diklatda', 'transformasi', 'pengusaha', 'muda', 'jakarta', 'sebagai', 'katalisator', 'menuju', 'kota', 'global', 'yang', 'maju', 'merata', 'dan', 'berkelanjutan']","['hipmi', 'jaya', 'gelar', 'diklatda', 'transformasi', 'pengusaha', 'muda', 'jakarta', 'katalisator', 'kota', 'global', 'maju', 'merata', 'berkelanjutan']","['hipmi', 'jaya', 'gelar', 'diklatda', 'transformasi', 'pengusaha', 'muda', 'jakarta', 'katalisator', 'kota', 'global', 'maju', 'merata', 'berkelanjutan']",hipmi jaya gelar diklatda transformasi pengusaha muda jakarta katalisator kota global maju merata berkelanjutan,"Hipmi Jaya Holds the Training of Transforming Young Entrepreneurs Jakarta, Global City Catalysting Advances Eff for Sustainable"
